,release_date,runtime,return_on_investment,genres_popularity_score,genres_vote_score,keywords_popularity_score,keywords_vote_score,casts_popularity_score,casts_vote_score,directors_popularity_score,directors_vote_score
73,1995-07-28,114.0,4.028543863636363,9.591498729203323,6.2855862780992515,11.26669589078283,6.254599567099567,11.648651518880776,5.910971094877343,13.304342000000002,5.6
74,1995-06-09,94.0,2.1491333333333333,7.981544498340715,6.075331858407092,6.6098693995976205,6.232351606098516,6.580004660520187,6.1239673913043475,1.745577,5.65
75,1995-09-01,98.0,1.0,9.981646398189808,6.012768502705016,9.671262444444444,6.541666666666667,13.504536586127713,6.401344975687081,10.187623,6.4
76,1995-10-13,135.0,-0.79235186,8.059341818189935,6.5426538688342175,9.507733577055555,6.162266666666667,8.552379771059526,6.2681436017933345,7.910090199999999,6.160000000000001
77,1995-09-22,128.0,-0.5477610222222222,8.201461871932501,6.513842024539881,11.7328642910513,5.655182884748101,13.290230521953587,5.525670887083932,12.320269000000001,6.462500000000001
78,1995-06-09,112.0,0.19277571428571427,8.091503185136608,6.2945869414734865,8.156940388961038,6.757431129476585,9.506052295014277,6.496637822670296,7.619682,6.65
79,1995-07-07,108.0,2.2392600857142857,9.949491640803076,5.950939607897219,11.97572100617628,5.981184097401386,12.40780183667442,5.800582754991892,10.161550777777778,6.188888888888889
80,1995-10-13,145.0,-0.8104930714285714,9.57884698717457,6.261049312408106,10.593490647647766,6.444443250293043,10.296632312861663,6.456631366975,8.656053666666667,6.550000000000001
82,1995-07-13,100.0,0.7387347166666667,9.940948853840132,6.0988001447392275,10.268428692787019,6.2355900621118,11.189904061471864,6.125459956709956,4.2567055,7.05
83,1995-08-11,103.0,1.50062535,7.773939437923203,6.414406335166219,9.07969489457043,6.2814141275391275,10.273536141369046,6.427232142857143,6.920861,6.55
84,1994-05-01,135.0,-0.06553464285714286,8.201461871932501,6.513842024539881,8.212067581699346,6.504248366013074,4.4199671,6.753333333333333,4.730916,6.65
85,1995-01-27,105.0,1.214162,7.773939437923203,6.414406335166219,10.138756882575757,7.194318181818182,11.100000416730525,7.607369093231159,7.671372538461538,6.846153846153846
86,1995-02-10,89.0,1.6488734,7.981544498340715,6.075331858407092,7.774657070631968,6.173977695167285,8.090290964218818,6.087858800493306,6.764006666666667,5.766666666666667
87,1995-02-03,115.0,0.11666666666666667,8.091503185136608,6.2945869414734865,8.681488313585357,6.467099085203923,8.599363902333293,6.228239098300072,6.71890475,6.3
89,1994-10-01,97.0,-0.112,7.843141124729041,6.301381509579843,9.170533733150185,6.254554334554334,9.112079433351266,6.261899894976818,7.438934,6.3
90,1994-12-09,123.0,2.891183436363636,9.086126363114936,6.339623352043039,9.57759909722222,6.072916666666667,9.357585483555214,6.110305512886158,9.577145166666668,6.316666666666667
91,1994-12-16,107.0,14.454710875,7.981544498340715,6.075331858407092,10.335780349114568,6.407777597811611,9.88358343913224,6.443425099206348,10.259179243589742,5.774038461538462
92,1994-09-27,127.0,-0.6729190555555555,8.271050982998872,6.462774273039063,10.67815553314312,6.8274668925771405,11.005439031003634,6.912467267121477,14.493253374999998,6.75625
93,1995-03-03,103.0,-0.186583,9.105040372628462,6.3333285189723565,8.86265598319328,6.321008403361342,9.242322016883119,6.076991341991342,6.5440255,4.95
95,1994-09-02,99.0,-0.390173,9.275918057862416,6.29123252468529,8.933247545858782,6.500667600756548,9.50925979015406,6.7171400560224095,11.97833975,6.9
97,1994-11-11,123.0,2.7277434666666664,8.466181540683287,6.065919057836036,11.915780014588394,6.598781256024677,10.978392501420762,6.663486702776558,7.951145142857143,6.642857142857143
98,1995-03-31,139.0,-0.8232857142857143,7.773939437923203,6.414406335166219,8.32765499861782,6.501812196257424,7.182809979627,6.051724112353812,5.540233,6.225
99,1994-11-22,109.0,-0.38333333333333336,8.281244290667509,6.138644252100161,8.186484179328584,5.579148287071769,7.858292178346243,5.23669008634734,10.437457700000001,6.0200000000000005
100,1992-04-16,105.0,9.832734,7.773939437923203,6.414406335166219,8.211654684306298,6.67950386215092,4.514446800000001,6.619999999999998,6.920861,6.55
101,1994-12-16,133.0,4.354629433333334,8.493128500530569,6.404812211200556,9.499460129816391,6.695924007285974,11.761057754794871,6.73164592074592,11.696643600000002,6.69
102,1995-03-17,106.0,-0.5527196470588235,8.201461871932501,6.513842024539881,9.225521272771505,6.5082805628614935,9.181851862358819,6.400910544727635,7.698525999999999,6.4
103,1994-11-04,123.0,1.4890288,8.880768740974949,6.159211554487618,10.34362383050283,6.2094572094572085,11.508287284490743,6.282202950277923,15.137132500000002,6.0
104,1994-12-23,112.0,2.4414134516129034,9.105040372628462,6.3333285189723565,8.618576361467321,6.222195985832349,6.8638859493584885,6.183789570596367,6.5160307999999985,6.24
105,1994-08-25,119.0,0.47890488235294115,9.30871264603252,6.351010390631302,10.528379171660918,6.694229438479724,11.075698577248543,6.618256373199846,10.5419379375,6.625000000000001
106,1995-03-10,127.0,2.7971912,9.618152397553372,6.1756520979392135,11.105618574038463,6.492771291208792,11.680542770524985,6.3582457168000435,12.135372625000002,6.6625000000000005
107,1994-09-14,110.0,1.830310875,9.30871264603252,6.351010390631302,12.293909217417797,6.870588272123785,16.672979165033983,7.520744028051717,15.64357,6.5375
108,1995-05-12,113.0,-0.7424703636363637,7.84314112472904,6.301381509579843,5.835994644429425,6.446365786967343,7.096535312753036,6.3191661846925005,6.392121857142857,6.114285714285715
111,1995-02-09,107.0,-0.420235625,9.73505988810815,6.362508917106579,10.830453022348797,6.3487852912821925,10.02975638994198,6.359635628660312,10.6808975,6.633333333333334
112,1995-03-01,108.0,-0.43636363636363634,8.091503185136608,6.2945869414734865,8.355988807772304,6.3926550160294004,6.990732554639806,6.302148962148962,6.267661250000001,6.65
113,1994-12-23,133.0,-0.24662313333333333,8.091503185136608,6.2945869414734865,7.9025713706678555,5.947966872308977,7.767844416514132,5.876212401664532,6.653054142857144,6.1000000000000005
114,1994-11-18,89.0,-0.7208097714285714,10.71311385258963,6.350597609561749,10.302398375,6.491071428571428,9.383602210111746,6.401965546530764,7.5951785,6.25
115,1994-10-07,110.0,2.7858351555555556,9.940948853840132,6.0988001447392275,10.8610556216545,6.346647742633145,9.800929169221655,5.796262672009955,12.387136000000002,5.15
116,1994-10-27,121.0,2.5739502181818184,10.035499151600169,6.053240287205088,12.360350293452383,6.366850649350648,11.407184369005847,6.376894736842105,10.621862375,5.875000000000001
117,1994-11-10,97.0,7.628788954545454,9.012287995953363,6.170856789969627,10.130366347432254,6.39379870942371,10.368379610071873,6.340684731934732,9.665424,6.3
119,1995-03-31,98.0,-0.8374202,9.648611896772403,6.044976559262484,9.888328885859751,6.166032407322626,8.49060472236352,5.702327207905462,9.581222499999999,5.3
120,1994-11-17,118.0,2.1578947368421053,10.028779082031232,6.078133968755024,8.884104310597142,6.322506307821699,9.48097818053221,6.26984360410831,8.105708,6.4
121,1995-05-24,98.0,1.0,9.770207381205909,6.118685539077847,8.744259369663768,6.279994884865059,6.643128383968257,5.774626984126986,6.8777485,4.95
122,1993-12-17,118.0,-0.08793045454545455,7.773939437923203,6.414406335166219,8.709434742819095,6.677589657127661,10.087036488642859,6.98066754742644,8.824296454545454,6.881818181818181
123,1995-08-04,106.0,-0.1984,9.996801227780406,6.143785125291542,11.212002436865943,6.162409420289855,8.424988718398993,6.069864314429532,6.5440255,4.95
124,1995-04-21,103.0,9.709236235294117,7.84314112472904,6.301381509579843,10.59971380385672,6.567829176204681,9.970800516282468,6.369636904761905,12.2737515,6.2875
125,1994-09-29,106.0,4.039879666666667,7.84314112472904,6.301381509579843,8.96351107189843,6.635932340561199,6.685884721130953,6.744940476190478,6.779622,6.575000000000001
126,1994-02-04,86.0,6.1478264,9.069810685951964,6.20272340046791,9.706144071428572,6.2726934523809526,10.341415006138297,6.264333847041195,9.689579400000001,6.28
127,1992-09-02,139.0,-0.627439,8.518832583056943,6.327209227912423,10.817594859086523,6.576833952837004,10.705075886996335,6.854395604395605,10.1225367,7.0
128,1994-08-03,141.0,2.482059951612903,9.361119859870923,6.237147438006112,10.026495474123815,6.419670295324493,9.564748416736643,6.304244608137151,10.283775444444444,6.2
129,1994-07-20,119.0,1.6136713555555555,9.521053702915193,6.345786528605659,11.220438001431235,6.498186218771499,10.453056050817827,6.393113528553184,10.5834386,6.126666666666666
130,1994-05-11,102.0,5.266666666666667,10.077423983824199,6.088741104769718,10.076972310224088,6.380882352941176,12.61408535339501,6.550161692882282,13.260731333333332,6.250000000000001
132,1994-03-09,117.0,41.45013866666667,7.84314112472904,6.301381509579843,8.792758707065119,6.411822725562438,9.402290971163604,6.508093745335123,9.1565124,6.540000000000001
133,1994-06-29,123.0,0.3766059333333333,8.40041344553682,6.14502926009109,7.904344767399267,5.815842490842491,7.929413506113592,6.158627232142856,6.991241,5.4
134,1993-12-01,140.0,-0.8611960285714285,8.415804225327951,6.656495480355048,6.697740650252524,6.254086317722681,7.3751102989418,6.082076719576719,9.9976722,6.82
135,1994-10-13,112.0,0.2921557857142857,10.02575401703316,6.092105112660944,9.761950442850672,6.227720962101918,10.174902386100806,6.307276850133994,8.385301,6.0200000000000005
137,1994-03-18,83.0,0.7044199333333333,8.848800845590677,6.230852996178143,10.262111515856239,6.304968287526428,9.558285515490784,6.306649855188256,9.738005142857142,5.971428571428571
138,1994-02-18,99.0,0.7460739130434783,8.201461871932501,6.513842024539881,9.696148725,6.622619047619047,8.486087825208415,6.380326946170026,8.721655166666666,6.083333333333333
139,1993-07-08,98.0,-0.75,9.30871264603252,6.351010390631302,10.874468999566801,6.593187655740847,7.511187417595439,6.374066992266994,8.7944494,6.5200000000000005
141,1994-09-15,99.0,2.764688185185185,9.996801227780404,6.143785125291542,9.783895511160715,6.087276785714286,9.281388242111591,5.755886964886965,7.402446300000001,5.66
143,1994-06-24,191.0,-0.6023492063492063,9.223860549382936,6.412953286251013,9.366921749951532,6.379077566577566,9.704618306237037,6.396765141545121,8.485997,5.85
144,1994-11-23,100.0,1.9392418,9.190293508512399,6.168830422809969,8.650944322407078,6.238327048210587,4.898737243660712,6.06897123015873,8.2256526,5.8
145,1994-09-28,119.0,1.9787887142857143,8.421312022895682,6.405062268093878,6.663816433019977,6.253675606552843,7.168225563612314,5.981578884078885,0.912909,5.9
147,1994-11-29,99.0,0.4153846153846154,10.204301029582965,6.034858126214281,9.853896999676769,6.247672727272729,7.708251178273808,5.057916666666667,6.8666339999999995,4.5
148,1994-12-12,95.0,0.118325,9.9175472747801,6.099932475271025,9.847580331301417,6.558720671480016,9.360845149068327,6.420687326698356,10.011868384615385,6.53076923076923
149,1993-09-17,139.0,-0.051310588235294115,7.773939437923203,6.414406335166219,9.448021126833813,6.577026214526216,8.937161088679828,6.682700173970555,11.723928529411765,7.3882352941176475
150,1994-01-07,107.0,0.23018149882903982,8.748657934044312,6.0504810552539645,7.842763040322577,6.458064516129034,4.833060948717949,5.699658119658119,5.227987,6.133333333333333
151,1994-05-24,104.0,1.38417978,9.190293508512399,6.168830422809969,11.327842974652135,6.243069615719933,10.776077380889019,5.96090749268223,9.411772454545456,6.445454545454544
152,1993-06-09,87.0,-0.9670101538461539,9.994604987125937,5.986949520340956,8.933883411462093,6.181247946361583,7.566058788214285,6.133857142857142,6.2721968,6.38
153,1993-09-14,121.0,-0.21418645454545454,8.95875953238657,6.450108079244537,8.389863125304762,6.515090884047893,7.275915346482177,7.147004840743606,8.586582,6.85
154,1993-09-03,90.0,-0.8022965384615385,8.091503185136608,6.2945869414734865,7.895917920030206,5.7631648726251585,6.230623422916667,5.175416666666667,5.501464333333334,4.800000000000001
155,1993-11-10,144.0,0.2172004,9.449854193113351,6.274454111991883,9.473680326205038,6.636853252337723,9.231603477203619,7.054581553241493,8.634796388888889,6.522222222222222
156,1993-05-28,112.0,2.642860157142857,9.908622105841403,6.107123265760525,10.113912785442889,6.373786713286714,9.625071227658731,6.289944444444445,9.646817999999998,5.700000000000001
157,1994-08-19,121.0,-0.50684875,8.92864365568351,6.3279356565665,10.499436022770185,6.232625254111095,11.480527097695093,6.058382359572095,14.228963,5.4
158,1993-09-24,102.0,0.15841144927536233,8.091503185136608,6.2945869414734865,9.564682419071335,6.512936406397545,8.681313578945314,6.52016829782856,7.671372538461538,6.846153846153846
159,1993-10-08,115.0,1.7904520701754385,9.992862012599067,6.140775162587111,11.627790650537746,6.343921759093286,10.767005186505909,6.21866814073752,11.626116,6.4
160,1993-10-01,94.0,-0.6284576666666667,7.66398075112731,6.195151252099825,8.887264000081053,6.227899696048632,8.481784559285101,6.114683141277106,11.164200142857144,6.042857142857144
161,1993-06-30,154.0,5.434484928571429,9.456052539606711,6.3322573268244815,9.980920662037038,6.617957621082621,8.92328501475469,6.398566433566433,8.806452571428572,6.328571428571428
162,1993-07-16,112.0,6.68493125,9.679869989795925,6.074699879951979,9.660087121678394,6.45143106162843,8.272674881310543,6.1539943019943015,7.012171500000001,5.374999999999999
164,1993-12-10,115.0,-0.4675537142857143,9.07543205671805,6.5095021987308135,7.705119302617522,6.455769230769231,6.986336214912339,6.043147062777336,8.64868407142857,6.1642857142857155
165,1993-08-20,97.0,3.121648722222222,9.860480877591211,6.176935982807692,9.36550187073135,6.494423848210613,9.247525539302304,6.285256576153313,10.494921571428574,6.3571428571428585
166,1993-05-21,86.0,4.350113,8.811829949709495,6.262261267049127,10.755307003525642,6.098981481481482,11.131757815570541,6.35495337995338,9.9181002,6.42
167,1993-07-08,128.0,3.4249292,9.591498729203323,6.285586278099251,10.291492048042146,6.395202939624945,11.126316339080008,6.500310720121382,12.135372625000002,6.6625000000000005
168,1993-12-12,133.0,4.0612970769230765,8.201461871932501,6.513842024539881,9.846817194222428,6.6616033274815045,8.292422612224712,7.267036124794749,8.4345178,6.8
169,1993-09-01,117.0,-0.7338632222222222,9.86233803308253,6.269594573677013,9.008984903922464,6.465839475083172,8.698008982654468,6.3498548799685155,10.680510799999999,5.84
170,1993-10-01,96.0,-0.7206926666666666,9.449854193113351,6.274454111991883,9.72573275872727,6.53873321665671,7.828152725757577,6.22439393939394,4.948569,6.1
171,1993-06-18,130.0,0.6152763411764706,9.51298751121615,6.0676279838430744,8.82870277120102,5.982029637029637,9.556936103856797,6.244921657643431,14.41561142857143,6.8428571428571425
172,1993-08-18,104.0,-0.16403051851851852,9.069810685951964,6.20272340046791,9.175988553682192,6.751871947908044,9.325398711702869,6.775632745057087,8.466433833333333,6.933333333333334
173,1993-05-26,97.0,6.9714285714285715,9.26359929970966,6.315000478187566,9.560463616121837,6.417435064491447,8.621706363232073,6.7357156540777225,9.916072633333332,6.58
174,1996-03-15,133.0,1.2176221090909092,9.481832047364177,6.208802955455364,10.76418358500276,6.2452432319045075,10.281956056519256,6.14949483273034,10.978818666666667,6.033333333333334
176,1994-07-18,107.0,0.31891533333333333,9.843968609843943,6.123769507803122,9.556037012516509,5.966099756690998,9.744246075396825,5.624714285714285,9.937437,5.699999999999999
177,1994-04-29,118.0,-0.233,9.618152397553372,6.1756520979392135,11.15005768459093,6.378562757992106,9.863321539388094,6.201786377281898,10.131937,6.166666666666667
178,1993-11-24,138.0,3.5043666333333334,9.30871264603252,6.351010390631302,10.860902326126125,6.630608108108109,9.042950304544721,7.034059530560463,9.190555615384614,6.776923076923078
179,1993-12-22,125.0,6.949170769230769,8.201461871932501,6.513842024539881,10.235094412987014,6.996409423909424,11.244347980400306,7.134401307933545,8.871144333333334,7.0
180,1993-05-19,121.0,15.67142857142857,7.773939437923203,6.414406335166219,8.303929883348086,6.69989397025202,8.39822269565842,6.769519583157138,9.191246999999999,6.2
181,1993-07-23,109.0,0.9654132857142858,7.773939437923203,6.414406335166219,10.016698899356905,6.514327583837273,7.641967793543957,6.638595630559919,6.667488624999999,6.5375000000000005
182,1994-03-09,97.0,0.039926636363636366,7.981544498340715,6.075331858407092,9.284866279751377,6.373853157185802,10.136001284217288,6.599057285307286,8.593448,6.833333333333333
183,1993-11-05,134.0,1.0206879130434783,7.773939437923203,6.414406335166219,10.617528003328214,6.838121479774706,10.781015294495182,7.026001574183392,5.540233,6.225
184,1994-06-03,128.0,-0.3916919,8.28110550738632,6.37099926253688,7.551320245805651,6.384875945563679,8.37108813601806,6.129386286876206,6.827650200000001,6.300000000000001
185,1993-04-17,104.0,-0.5138086363636364,9.966234704193113,6.139782001793858,12.41133139121263,6.115143959724563,9.532421502306722,5.79044628982129,7.880666,5.5
186,1993-07-28,104.0,0.78698775,7.981544498340715,6.075331858407092,11.59679467070485,6.295218614718615,11.92712495389095,6.358849489863424,10.530770833333333,6.833333333333333
187,1993-09-13,100.0,-0.7151665217391304,9.449854193113351,6.274454111991883,8.873825640543398,6.127717753768175,10.294933315443027,6.3563982230764235,11.6457825,5.1
188,1993-10-08,114.0,0.25179625,7.773939437923203,6.414406335166219,5.80294081818182,6.307851239669424,4.247922962962964,5.82063492063492,0.941994,5.6
