budget,runtime,return_on_investment,genres_popularity_score,genres_vote_score,keywords_popularity_score,keywords_vote_score,casts_popularity_score,casts_vote_score,directors_popularity_score,directors_vote_score,release_year,release_month,return_on_investment_label
65000000,104.0,3.0430346,9.903371407794728,6.072674261578219,15.16192941875,6.847499999999998,51.046617,21.25,10.780018285714288,6.328571428571429,1995,12,"(-1.07, 17.42]"
16000000,127.0,4.09075975,7.84314112472904,6.301381509579843,8.654152297942858,6.208577142857143,35.209637180952384,19.336666666666673,3.859495,6.1,1995,12,"(-1.07, 17.42]"
60000000,170.0,2.123946966666667,9.449854193113351,6.274454111991882,11.771508895906615,6.713410378613714,53.774781,23.1,10.8184883,6.58,1995,12,"(-1.07, 17.42]"
35000000,106.0,0.8385763142857143,9.908622105841404,6.107123265760525,8.945046947253706,6.03993993993994,27.660010145454546,19.21068181818182,7.402446300000001,5.66,1995,12,"(-1.07, 17.42]"
62000000,106.0,0.7399918709677419,7.84314112472904,6.301381509579843,11.196906072222225,6.340202020202019,34.55862175714286,20.6,10.043544307692308,6.753846153846156,1995,11,"(-1.07, 17.42]"
44000000,192.0,-0.6890507954545455,8.415804225327951,6.656495480355048,8.567859114152817,6.722716571518968,33.70204684065933,21.15,10.5419379375,6.625000000000001,1995,12,"(-1.07, 17.42]"
98000000,119.0,-0.8977824285714285,9.858623722099892,6.084277391938372,10.536882635294116,6.4738316993464045,55.913561800000004,20.057142857142857,9.646817999999998,5.700000000000001,1995,12,"(-1.07, 17.42]"
52000000,178.0,1.2329302884615383,8.95875953238657,6.450108079244537,9.138417586025641,6.807935897435898,43.59020717857143,24.0,11.723928529411767,7.388235294117647,1995,11,"(-1.07, 17.42]"
16500000,136.0,7.1818181818181825,7.773939437923202,6.414406335166218,10.900262200363636,6.714115151515151,35.001596861176466,21.45714285714286,9.376783888888887,6.611111111111112,1995,12,"(-1.07, 17.42]"
30000000,90.0,6.079517766666667,9.180523433675097,6.195158500053136,9.566731629040405,6.281868686868688,34.47578404637468,19.23397129186603,7.595198499999999,5.699999999999998,1995,11,"(-1.07, 17.42]"
60000000,103.0,-0.40948145,9.1902935085124,6.168830422809969,9.785258690762422,6.234743689825658,32.9477308560606,20.12846153846154,8.686106599999999,5.94,1995,11,"(-1.07, 17.42]"
30250000,105.0,2.8050122975206615,9.23540685483526,6.2048403352537065,9.59768963587343,6.447899372978653,40.67292213333333,20.23,11.164200142857144,6.042857142857144,1995,10,"(-1.07, 17.42]"
50000000,132.0,-0.39393856,9.860480877591213,6.176935982807692,10.769488622370815,6.363427552414733,36.795298100000004,19.425,11.971601692307694,6.56923076923077,1995,10,"(-1.07, 17.42]"
3600000,112.0,12.833333333333336,7.773939437923202,6.414406335166218,10.45443440454302,6.73163039566223,38.3844281,20.754166666666666,6.5754135,6.4,1995,10,"(-1.07, 17.42]"
12000000,100.0,1.2833333333333334,8.566259246673706,6.204934711682602,8.840769460152316,6.609081623946268,32.366816349206346,19.72121212121212,8.681325,6.6,1995,10,"(-1.07, 17.42]"
18000000,108.0,-0.9034105,10.194530954745664,6.0611862034574475,9.858423489612354,6.5745094750181785,39.14027349999999,23.1,10.843909,7.2666666666666675,1995,5,"(-1.07, 17.42]"
29500000,129.0,4.7233898305084745,10.185315252496117,6.158032011224027,11.457439723432538,6.689815476190478,41.620862304597715,22.4,10.103945800000002,6.7200000000000015,1995,12,"(-1.07, 17.42]"
30000000,89.0,7.471163666666666,9.012287995953363,6.170856789969628,11.193366559523811,6.182380952380951,43.21429200000001,19.31904761904762,11.502053,6.15,1995,7,"(-1.07, 17.42]"
11000000,122.0,2.5785122727272727,8.201461871932501,6.513842024539881,10.058040253512685,6.9749360394231035,34.66926358935801,22.1,6.891317,7.3,1995,12,"(-1.07, 17.42]"
18000000,101.0,5.788662222222222,10.11182653907409,6.056704150452161,9.893722760827952,5.893459883232982,32.0755598125,17.92777777777778,7.707982909090908,5.8181818181818175,1995,8,"(-1.07, 17.42]"
20000000,106.0,0.0642257,9.135499871847493,6.2026529802956265,9.443227408934936,6.590184194890077,40.588786916666656,20.65,8.810383400000001,6.65,1995,5,"(-1.07, 17.42]"
10000000,116.0,1.357413,7.773939437923202,6.414406335166218,8.012301562740811,6.456229868142724,35.97451601587302,20.71825396825397,6.2214089999999995,6.7,1995,10,"(-1.07, 17.42]"
6000000,106.0,2.890261333333333,9.30871264603252,6.351010390631303,13.9365404,7.31795918367347,56.25537055714285,24.3,6.70137325,7.1,1995,7,"(-1.07, 17.42]"
15000000,95.0,-0.5533333333333333,7.66398075112731,6.1951512520998255,9.602579887459099,6.571145529059968,42.0664343125,20.522727272727273,8.466433833333333,6.933333333333334,1995,9,"(-1.07, 17.42]"
3500000,91.0,7.061690857142858,7.981544498340715,6.075331858407093,10.716189296031748,6.746785714285713,42.2341715,21.3,13.99079725,6.675000000000002,1995,4,"(-1.07, 17.42]"
15000000,90.0,-0.8638313333333333,8.748657934044312,6.0504810552539645,11.195257799999998,6.380000000000001,33.68562153409091,18.09444444444445,8.4091466,5.36,1996,1,"(-1.07, 17.42]"
20000000,108.0,-0.71090575,9.987598044026694,5.904016773809018,12.642671880952385,6.092063492063493,36.433229,18.883333333333333,8.502163666666666,5.566666666666666,1995,9,"(-1.07, 17.42]"
